lid,cnt_selected,P,lclass
SVM3,19,0.633333333333333,Support vector regression
SVM2,14,0.466666666666667,Support vector regression
LOESS1,10,0.333333333333333,LOESS
LOESS2,10,0.333333333333333,LOESS
LOESS3,10,0.333333333333333,LOESS
LOESS4,10,0.333333333333333,LOESS
RF07,9,0.3,Random forest
ScreenGLM,9,0.3,GLM
PMARS1,8,0.266666666666667,PolyMARS
PMARS3,8,0.266666666666667,PolyMARS
PMARS5,8,0.266666666666667,PolyMARS
Ridge,8,0.266666666666667,Penalized regression
NNet25,7,0.233333333333333,Neural network
NNet27,7,0.233333333333333,Neural network
RF01,7,0.233333333333333,Random forest
RF08,7,0.233333333333333,Random forest
SVM1,7,0.233333333333333,Support vector regression
NNet07,6,0.2,Neural network
NNet11,6,0.2,Neural network
LASSO,5,0.166666666666667,Penalized regression
NNet01,5,0.166666666666667,Neural network
NNet06,5,0.166666666666667,Neural network
NNet15,5,0.166666666666667,Neural network
NNet18,5,0.166666666666667,Neural network
NNet21,5,0.166666666666667,Neural network
NNet28,5,0.166666666666667,Neural network
PMARS2,5,0.166666666666667,PolyMARS
PMARS4,5,0.166666666666667,PolyMARS
RF19,5,0.166666666666667,Random forest
EN2,4,0.133333333333333,Penalized regression
NNet02,4,0.133333333333333,Neural network
NNet03,4,0.133333333333333,Neural network
NNet04,4,0.133333333333333,Neural network
NNet08,4,0.133333333333333,Neural network
NNet17,4,0.133333333333333,Neural network
NNet19,4,0.133333333333333,Neural network
NNet22,4,0.133333333333333,Neural network
RF16,4,0.133333333333333,Random forest
RF20,4,0.133333333333333,Random forest
RF25,4,0.133333333333333,Random forest
SVM4,4,0.133333333333333,Support vector regression
EN1,3,0.1,Penalized regression
NNet05,3,0.1,Neural network
NNet09,3,0.1,Neural network
NNet14,3,0.1,Neural network
NNet20,3,0.1,Neural network
NNet24,3,0.1,Neural network
NNet29,3,0.1,Neural network
NNet30,3,0.1,Neural network
RF04,3,0.1,Random forest
RF05,3,0.1,Random forest
RF09,3,0.1,Random forest
RF13,3,0.1,Random forest
RF26,3,0.1,Random forest
RF27,3,0.1,Random forest
EN3,2,0.0666666666666667,Penalized regression
NNet12,2,0.0666666666666667,Neural network
NNet13,2,0.0666666666666667,Neural network
NNet16,2,0.0666666666666667,Neural network
NNet23,2,0.0666666666666667,Neural network
NNet26,2,0.0666666666666667,Neural network
RF02,2,0.0666666666666667,Random forest
RF03,2,0.0666666666666667,Random forest
RF11,2,0.0666666666666667,Random forest
RF14,2,0.0666666666666667,Random forest
RF17,2,0.0666666666666667,Random forest
RF21,2,0.0666666666666667,Random forest
RF23,2,0.0666666666666667,Random forest
NNet10,1,0.0333333333333333,Neural network
RF06,1,0.0333333333333333,Random forest
RF10,1,0.0333333333333333,Random forest
RF12,1,0.0333333333333333,Random forest
RF15,1,0.0333333333333333,Random forest
RF18,1,0.0333333333333333,Random forest
RF22,1,0.0333333333333333,Random forest
RF24,1,0.0333333333333333,Random forest
